project_id,project_stable_key,site_id,physical_site_stable_key,name,country,country_iso_a2,latitude,longitude,geometry_json,geometry_type,geometry_source_entity_kind,geometry_derivation,geometry_method,geometry_scope_class,geometry_authority_class,geometry_use_scope,geometry_precision_scope,horizontal_uncertainty_metres,horizontal_uncertainty_unknown_reason,geometry_evidence_id,last_observed_physical_status,status_as_of,status_age_days_at_review,status_method,status_evidence_id,verification_posture,independent_imagery_verification,imagery_review_outcome,development_type,development_type_unknown_reason,operating_model,operating_model_unknown_reason,operating_model_evidence_id,workloads_json,workload_unknown_reason,role_claims_json,power_observations_json,power_unknown_reason,annual_energy_observations_json,annual_energy_unknown_reason,efficiency_observations_json,efficiency_unknown_reason,owner,operator,users,tenants,customers,status_source_url,geometry_source_url
48eb54d5-dd3f-51a3-aeed-1ddce1949763,curated:adaniconnex-pune-data-center-campus:pnq04-current-build,vcc-site-52b1e1c3038357306a39,curated:adaniconnex-pune-data-center-campus,AdaniConneX Pune PNQ04 Current Build,India,IN,18.6467083333,73.8072666667,"{""coordinates"":[73.8072666667,18.6467083333],""type"":""Point""}",Point,project,direct_geometry,official_project_report_coordinate_to_point,official_source_reported_project_reference_point,official_source,project_locator,"Official source-reported point used only to locate the PNQ04 project. It is not a project centroid, footprint, parcel, building outline, construction extent, campus boundary, or survey-accuracy claim.",,"The report does not identify the coordinate's datum, reference feature, collection method, or horizontal accuracy.",9e5f7eb0-994d-534d-8715-b16378b71787,under_construction,2026-06-01,80,authoritative_physical_status_update,f3905471-9d3d-5be1-9e61-e78c956f4384,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://resources.adaniconnex.com/blog/scaling-indias-data-centres-responsibly-for-the-ai-era-bridging-people-planet-and-growth,https://www.adaniconnex.com/-/media/Project/AdaniConneX/AdaniConneX-AboutUs-Assets/Certifications/Post-EC-compliance-report-PNQ26--with-Anneure.pdf
44130f9f-95af-5f19-9fcf-47aabd3a5c8b,curated:akashi-astana-data-center-campus:phase-1-current-build,vcc-site-cc8bbdad8c252d9ba4e2,curated:akashi-astana-data-center-campus,Akashi Astana Phase 1 Current Build,Kazakhstan,KZ,51.2067694444,71.4577083333,"{""coordinates"":[71.4577083333,51.2067694444],""type"":""Point""}",Point,project,direct_geometry,authoritative_site_plan,same_parcel_infrastructure_reference_point,official_source,reviewed_site_locator,Official site-plan point for a substation within the same data-centre parcel; 500 metre stated uncertainty and not a hall footprint.,500,,ff1fe928-217c-5369-8ab1-5dce1a637677,under_construction,2026-07-21,30,authoritative_physical_status_update,ad6f9a56-ffa6-527d-bcd3-a7d8932c31b9,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",colocation,,1337f6ef-1e09-5b6e-a1e0-55fbdcf95bf3,[],not established by selected evidence,"[{""evidence_id"":""1337f6ef-1e09-5b6e-a1e0-55fbdcf95bf3"",""party"":""Akashi Data Center"",""relationship_scope"":""intended"",""role"":""operator""}]","[{""as_of_date"":""2026-07-21"",""base"":5.28,""confidence"":0.99,""evidence_id"":""ad6f9a56-ffa6-527d-bcd3-a7d8932c31b9"",""high"":5.28,""low"":5.28,""method"":""reported"",""metric"":""critical_it_mw"",""notes"":""Reported phase-1 IT load retained at planned stage. It is not installed, energized, operational, current demand, grid capacity, generation, consumption, or annual energy."",""stage"":""planned"",""target_date"":null,""unit"":""MW""}]",,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,Akashi Data Center,,,,https://akashi.cloud/construction-progress/,https://ecoportal.kz/Rubric/RubService/LoadFile/59205
4a934222-f3af-5945-bb46-b98bfaef89b7,curated:alto-sp01-granada-data-center-campus:phase-1-10mw-critical-it,vcc-site-7e1b680aa925165fe2ef,curated:alto-sp01-granada-data-center-campus,Alto Infrastructure SP01 Phase 1 10 MW Critical IT,Spain,ES,37.0832838,-3.7520406,"{""coordinates"":[-3.7520406,37.0832838],""type"":""Point""}",Point,project,direct_geometry,official_junta_sp01_event_location_link_to_coordinate_point,official_government_project_event_reference_point,official_source,project_locator,"Official project-event locator point used only to locate SP01. The seven-decimal redirect coordinate is preserved as published but is not treated as survey accuracy, parcel geometry, or a project centroid.",,"Neither the Junta agenda nor linked location redirect states the reference feature, collection method, or numeric horizontal accuracy.",dfffb2f5-ca78-5c98-bef7-2b58e7c98238,under_construction,2026-07-09,42,authoritative_construction_start,f9be097a-99d8-5f60-9672-146a49d37f53,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,"[{""as_of_date"":""2026-07-09"",""confidence"":0.99,""deployment_scope"":""intended"",""evidence_id"":""f9be097a-99d8-5f60-9672-146a49d37f53"",""method"":""government_record"",""workload"":""ai_specialized_unspecified""},{""as_of_date"":""2026-07-09"",""confidence"":0.99,""deployment_scope"":""intended"",""evidence_id"":""f9be097a-99d8-5f60-9672-146a49d37f53"",""method"":""government_record"",""workload"":""general_cloud""},{""as_of_date"":""2026-07-09"",""confidence"":0.99,""deployment_scope"":""intended"",""evidence_id"":""f9be097a-99d8-5f60-9672-146a49d37f53"",""method"":""government_record"",""workload"":""hpc""}]",,"[{""evidence_id"":""afb9a2fa-7d6d-57ef-8cbb-ef73595ed596"",""party"":""Alto Infrastructure"",""relationship_scope"":""intended"",""role"":""operator""}]","[{""as_of_date"":""2026-07-09"",""base"":10.0,""confidence"":0.99,""evidence_id"":""f9be097a-99d8-5f60-9672-146a49d37f53"",""high"":10.0,""low"":10.0,""method"":""reported"",""metric"":""critical_it_mw"",""notes"":""Source-explicit planned Phase 1 IT capacity only. The nested later 25 MW and full-build 70 MW IT scopes, 15 MW unspecified electrical figure, contracted 100 MW total-power figure, 130 kV grid voltage, design PUE, current load, generation, and annual energy are not this row and are not added or converted."",""stage"":""planned"",""target_date"":null,""unit"":""MW""}]",,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,Alto Infrastructure,,,,https://www.investinspain.org/es/noticias-main/2026/alto,https://www.juntadeandalucia.es/organismos/sobre-junta/altos-cargos/agenda/detalle/217027.html
c73ac912-e44d-5477-84f5-c5beb4813518,curated:amazon-salem-township-innovation-campus:active-buildout,vcc-site-b065c16b51237fbb767f,curated:amazon-salem-township-innovation-campus,Amazon Salem Township Active Campus Buildout,United States,US,41.0839907,-76.14337485,"{""coordinates"":[[[-76.1428118,41.0830166],[-76.1441814,41.0829829],[-76.1442549,41.0846804],[-76.1440297,41.0846859],[-76.144042,41.0849713],[-76.142925,41.0849985],[-76.1429191,41.0848632],[-76.1425013,41.0848735],[-76.1424948,41.0847228],[-76.1428852,41.0847132],[-76.1428118,41.0830166]]],""type"":""Polygon""}",Polygon,campus,cross_source_overlay,openstreetmap_named_addressed_aws_building_polygon_as_campus_locator,reviewed_openstreetmap_named_addressed_aws_data_centre_building_polygon,community_mapped,campus_locator,"Contributor-mapped polygon for one named and addressed Amazon AWS data-centre building, used only to locate the Salem Township innovation campus. It is not an official campus boundary, the complete campus extent, a parcel, the active-buildout footprint or centroid, a construction extent, a current-building count, or a survey-accuracy claim.",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,13a65a07-1b3a-58a3-9ca7-b98723686f7c,under_construction,2026-07-19,32,authoritative_construction_start,4197607a-032d-53c9-9fb8-681a6311e78a,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,tracked_identity_bound_uncertain_unsuperseded_no_construction_claim,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,"[{""as_of_date"":""2026-07-19"",""confidence"":0.95,""deployment_scope"":""intended"",""evidence_id"":""4197607a-032d-53c9-9fb8-681a6311e78a"",""method"":""company_disclosure"",""workload"":""mixed""}]",,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.amazoninnovationinpa.com/salem-township-innovation-campus/,https://www.openstreetmap.org/way/1334234458
98e47ac5-8576-53f7-ab71-9f3d683b5ec5,curated:ast-janciems-dispatcher-control-data-center:fit-out-after-building-completion,vcc-site-fe9285f72381fc346e86,curated:ast-janciems-dispatcher-control-data-center,AST Jāņciems Fit-out After Building Completion,Latvia,LV,56.933100002,24.1814716538,"{""coordinates"":[24.1814716538,56.933100002],""type"":""Point""}",Point,project,direct_geometry,authoritative_address_geocode,facility_address_point,official_source,reviewed_site_locator,"Current Latvian State Land Service address-register point, facility-specific, with 20 metre stated uncertainty.",20,,458f3a8b-8978-5fa6-a7f9-35d2f1801375,shell,2026-06-27,54,authoritative_physical_status_update,e0c26d7e-7fcb-5f72-8b46-02986a635772,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.ast.lv/en/events/commissioning-new-building-latvias-power-system-main-dispatcher-control-and-data-centre,https://geo-dpps.viss.gov.lv/api/DPPSPackage/client/Adresu_tel_418_k6gL2A/3d692785-0c95-44a8-816c-f2f91493c4ce?service=WFS&version=2.0.0&request=GetFeature&typeNames=ad%3AAddress&featureID=AD101873308
9be0ab88-c727-5dbc-8a12-e2443878b69f,curated:atnorth-ice02-reykjanesbaer-campus:phase-2-expansion,vcc-site-17f7ed745e789e79ad69,curated:atnorth-ice02-reykjanesbaer-campus,atNorth ICE02 Phase 2 Expansion,Iceland,IS,63.96362605,-22.53853195,"{""coordinates"":[[[-22.537237,63.9644636],[-22.5374717,63.964466],[-22.5374623,63.9646422],[-22.5385528,63.9646606],[-22.5385528,63.964719],[-22.5396853,63.9647313],[-22.5397595,63.9637163],[-22.5422813,63.9637795],[-22.542387,63.9626635],[-22.5348303,63.9625208],[-22.5346769,63.9646457],[-22.5371243,63.9646868],[-22.5371446,63.9644637],[-22.537237,63.9644636]]],""type"":""Polygon""}",Polygon,campus,cross_source_overlay,openstreetmap_named_campus_fence_boundary,reviewed_openstreetmap_named_campus_fence,community_mapped,campus_locator,"The frozen global-open-v3 Polygon is a reviewed named ICE02 campus fence/site locator inherited by the phase-two project through the explicit project_targets relationship. It is not an official, cadastral, or survey boundary; a complete current campus extent; a building footprint; or a Phase 2 footprint.",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,6aa2c3ec-e7cc-59f0-8cd1-4b6e68a51fef,under_construction,2026-07-21,30,authoritative_physical_status_update,5d2dd8ab-e30c-5a8d-816e-6b5b744cc665,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.mannverk.is/allprojects/atnorth2,https://www.openstreetmap.org/way/1223207434
def7f329-a075-519e-bc4b-8f8126bc1901,curated:atnorth-swe02-stockholm-campus:current-development,vcc-site-b25b924e3e107c2cbaf1,curated:atnorth-swe02-stockholm-campus,atNorth SWE02 Current Development,Sweden,SE,59.42019318407011,17.919052862381037,"{""coordinates"":[17.919052862381037,59.42019318407011],""type"":""Point""}",Point,project,direct_geometry,official_stockholm_project_map_epsg3011_point_transformed_to_wgs84,official_municipal_project_map_reference_point,official_source,project_locator,Official municipal project-page point transformed deterministically from EPSG:3011 to EPSG:4326. Decimal precision and sub-nanometre software roundtrip do not imply source survey accuracy.,,"The municipal page publishes projected coordinates but no surveyed reference feature, collection method, or numeric horizontal accuracy.",ad0c7dc7-a25c-56d6-a190-734216237c6a,under_construction,2026-06-09,72,authoritative_physical_status_update,a9daeede-caae-58b3-8121-7185a3a07a33,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.atnorth.com/news/atnorth-joins-norwegian-data-center-association/,https://vaxer.stockholm/projekt/akalla/serverhallar-med-atervinning-av-overskottsvarme/
37e33657-b788-57e6-98f2-b78834cdecda,curated:avaio-taurus-brandon-mississippi-campus:phase-one-current-campus-build,vcc-site-6727a9539ece2f19ad23,curated:avaio-taurus-brandon-mississippi-campus,AVAIO Digital Taurus Phase One Current Campus Build,United States,US,32.2593,-90.0185,"{""coordinates"":[-90.0185,32.2593],""type"":""Point""}",Point,project,coordinates_to_point,authoritative_site_plan,first_party_campus_reference_point,official_source,reviewed_site_locator,"First-party Taurus campus location point derived exactly from the published latitude and longitude; not the 329-acre boundary, a parcel, building footprint, measured centroid, or phase-one outline.",,official source does not state positional accuracy,68b10772-f3b4-5152-bffe-23d34c4f8477,under_construction,2026-07-20,31,authoritative_physical_status_update,68b10772-f3b4-5152-bffe-23d34c4f8477,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,tracked_identity_bound_uncertain_with_unadjudicated_later_stricter_review_no_construction_claim,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,"[{""as_of_date"":""2025-09-10"",""confidence"":0.98,""deployment_scope"":""intended"",""evidence_id"":""1f776e1f-3f79-53d1-880c-e90b0fd8b958"",""method"":""company_disclosure"",""workload"":""mixed""}]",,"[{""evidence_id"":""68b10772-f3b4-5152-bffe-23d34c4f8477"",""party"":""AVAIO Digital Partners"",""relationship_scope"":""intended"",""role"":""operator""}]",[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,AVAIO Digital Partners,,,,https://www.avaiodigital.com/developments/brandon-mississippi,https://www.avaiodigital.com/developments/brandon-mississippi
55f4eb88-750d-5aa5-b4cb-bd5b8e746fe6,curated:aws-walqa-huesca-data-center:current-build,vcc-site-d6e7826cfaef008088a0,curated:aws-walqa-huesca-data-center,AWS Walqa Current Data Center Build,Spain,ES,42.11381388888889,-0.4564361111111111,"{""coordinates"":[-0.4564361111111111,42.11381388888889],""type"":""Point""}",Point,project,direct_geometry,official_aragon_piga_project_report_dms_coordinate_to_point,official_source_reported_project_reference_point,official_source,project_locator,Official project-report point used only to locate the proposed/current Walqa build. The reported 0.01-arc-second display precision is preserved but is not converted into survey accuracy.,,"The report prints DMS precision but does not state datum, surveyed reference feature, collection method, or horizontal accuracy.",a66352ad-9007-510c-ad30-c88e41cbe37a,under_construction,2026-06-25,56,authoritative_construction_start,bbc73b1a-ea07-52d6-a1a9-07e972f45a67,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,tracked_blind_reject_locally_unsealed_identity_no_construction_claim,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.aragonhoy.es/economia-competitividad-y-empleo/walqa-refuerza-crecimiento-nueva-conexion-directa-huesca-105562,https://www.aragon.es/documents/d/guest/tomo-i-memoria-justificativa-pdf
2e2b9d40-5024-5e6d-bbb2-56a8b16b9c16,curated:cdc-eastern-creek-campus:ec5-current-build,vcc-site-3c1f872aa59b74b065ea,curated:cdc-eastern-creek-campus,CDC Eastern Creek EC5 Current Build,Australia,AU,-33.818072,150.837668,"{""coordinates"":[150.837668,-33.818072],""type"":""Point""}",Point,project,direct_geometry,authoritative_site_plan,shared_campus_reference_point,official_source,reviewed_site_locator,Official NSW project-site representative point for the shared Eastern Creek campus; not an EC5 building footprint.,250,,a4ae0a31-3e69-5886-ad17-7d2402e15677,under_construction,2026-07-21,30,authoritative_physical_status_update,1d6cc958-8ca3-5a8c-ab4b-a07cf5a45b32,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://cdc.com.au/locations/sydney/,https://www.planningportal.nsw.gov.au/major-projects/projects/roberts-road-data-centre
