project_id,project_stable_key,site_id,physical_site_stable_key,name,country,country_iso_a2,latitude,longitude,geometry_json,geometry_type,geometry_source_entity_kind,geometry_derivation,geometry_method,geometry_scope_class,geometry_authority_class,geometry_use_scope,geometry_precision_scope,horizontal_uncertainty_metres,horizontal_uncertainty_unknown_reason,geometry_evidence_id,last_observed_physical_status,status_as_of,status_age_days_at_review,status_method,status_evidence_id,verification_posture,independent_imagery_verification,imagery_review_outcome,development_type,development_type_unknown_reason,operating_model,operating_model_unknown_reason,operating_model_evidence_id,workloads_json,workload_unknown_reason,role_claims_json,power_observations_json,power_unknown_reason,annual_energy_observations_json,annual_energy_unknown_reason,efficiency_observations_json,efficiency_unknown_reason,owner,operator,users,tenants,customers,status_source_url,geometry_source_url
44130f9f-95af-5f19-9fcf-47aabd3a5c8b,curated:akashi-astana-data-center-campus:phase-1-current-build,vcc-site-cc8bbdad8c252d9ba4e2,curated:akashi-astana-data-center-campus,Akashi Astana Phase 1 Current Build,Kazakhstan,KZ,51.2067694444,71.4577083333,"{""coordinates"":[71.4577083333,51.2067694444],""type"":""Point""}",Point,project,direct_geometry,authoritative_site_plan,same_parcel_infrastructure_reference_point,official_source,reviewed_site_locator,Official site-plan point for a substation within the same data-centre parcel; 500 metre stated uncertainty and not a hall footprint.,500,,ff1fe928-217c-5369-8ab1-5dce1a637677,under_construction,2026-07-21,30,authoritative_physical_status_update,ad6f9a56-ffa6-527d-bcd3-a7d8932c31b9,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",colocation,,1337f6ef-1e09-5b6e-a1e0-55fbdcf95bf3,[],not established by selected evidence,"[{""evidence_id"":""1337f6ef-1e09-5b6e-a1e0-55fbdcf95bf3"",""party"":""Akashi Data Center"",""relationship_scope"":""intended"",""role"":""operator""}]","[{""as_of_date"":""2026-07-21"",""base"":5.28,""confidence"":0.99,""evidence_id"":""ad6f9a56-ffa6-527d-bcd3-a7d8932c31b9"",""high"":5.28,""low"":5.28,""method"":""reported"",""metric"":""critical_it_mw"",""notes"":""Reported phase-1 IT load retained at planned stage. It is not installed, energized, operational, current demand, grid capacity, generation, consumption, or annual energy."",""stage"":""planned"",""target_date"":null,""unit"":""MW""}]",,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,Akashi Data Center,,,,https://akashi.cloud/construction-progress/,https://ecoportal.kz/Rubric/RubService/LoadFile/59205
c73ac912-e44d-5477-84f5-c5beb4813518,curated:amazon-salem-township-innovation-campus:active-buildout,vcc-site-b065c16b51237fbb767f,curated:amazon-salem-township-innovation-campus,Amazon Salem Township Active Campus Buildout,United States,US,41.0839907,-76.14337485,"{""coordinates"":[[[-76.1428118,41.0830166],[-76.1441814,41.0829829],[-76.1442549,41.0846804],[-76.1440297,41.0846859],[-76.144042,41.0849713],[-76.142925,41.0849985],[-76.1429191,41.0848632],[-76.1425013,41.0848735],[-76.1424948,41.0847228],[-76.1428852,41.0847132],[-76.1428118,41.0830166]]],""type"":""Polygon""}",Polygon,campus,cross_source_overlay,openstreetmap_named_addressed_aws_building_polygon_as_campus_locator,reviewed_openstreetmap_named_addressed_aws_data_centre_building_polygon,community_mapped,campus_locator,"Contributor-mapped polygon for one named and addressed Amazon AWS data-centre building, used only to locate the Salem Township innovation campus. It is not an official campus boundary, the complete campus extent, a parcel, the active-buildout footprint or centroid, a construction extent, a current-building count, or a survey-accuracy claim.",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,13a65a07-1b3a-58a3-9ca7-b98723686f7c,under_construction,2026-07-19,32,authoritative_construction_start,4197607a-032d-53c9-9fb8-681a6311e78a,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,tracked_identity_bound_uncertain_unsuperseded_no_construction_claim,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,"[{""as_of_date"":""2026-07-19"",""confidence"":0.95,""deployment_scope"":""intended"",""evidence_id"":""4197607a-032d-53c9-9fb8-681a6311e78a"",""method"":""company_disclosure"",""workload"":""mixed""}]",,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.amazoninnovationinpa.com/salem-township-innovation-campus/,https://www.openstreetmap.org/way/1334234458
98e47ac5-8576-53f7-ab71-9f3d683b5ec5,curated:ast-janciems-dispatcher-control-data-center:fit-out-after-building-completion,vcc-site-fe9285f72381fc346e86,curated:ast-janciems-dispatcher-control-data-center,AST Jāņciems Fit-out After Building Completion,Latvia,LV,56.933100002,24.1814716538,"{""coordinates"":[24.1814716538,56.933100002],""type"":""Point""}",Point,project,direct_geometry,authoritative_address_geocode,facility_address_point,official_source,reviewed_site_locator,"Current Latvian State Land Service address-register point, facility-specific, with 20 metre stated uncertainty.",20,,458f3a8b-8978-5fa6-a7f9-35d2f1801375,shell,2026-06-27,54,authoritative_physical_status_update,e0c26d7e-7fcb-5f72-8b46-02986a635772,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.ast.lv/en/events/commissioning-new-building-latvias-power-system-main-dispatcher-control-and-data-centre,https://geo-dpps.viss.gov.lv/api/DPPSPackage/client/Adresu_tel_418_k6gL2A/3d692785-0c95-44a8-816c-f2f91493c4ce?service=WFS&version=2.0.0&request=GetFeature&typeNames=ad%3AAddress&featureID=AD101873308
9be0ab88-c727-5dbc-8a12-e2443878b69f,curated:atnorth-ice02-reykjanesbaer-campus:phase-2-expansion,vcc-site-17f7ed745e789e79ad69,curated:atnorth-ice02-reykjanesbaer-campus,atNorth ICE02 Phase 2 Expansion,Iceland,IS,63.96362605,-22.53853195,"{""coordinates"":[[[-22.537237,63.9644636],[-22.5374717,63.964466],[-22.5374623,63.9646422],[-22.5385528,63.9646606],[-22.5385528,63.964719],[-22.5396853,63.9647313],[-22.5397595,63.9637163],[-22.5422813,63.9637795],[-22.542387,63.9626635],[-22.5348303,63.9625208],[-22.5346769,63.9646457],[-22.5371243,63.9646868],[-22.5371446,63.9644637],[-22.537237,63.9644636]]],""type"":""Polygon""}",Polygon,campus,cross_source_overlay,openstreetmap_named_campus_fence_boundary,reviewed_openstreetmap_named_campus_fence,community_mapped,campus_locator,"The frozen global-open-v3 Polygon is a reviewed named ICE02 campus fence/site locator inherited by the phase-two project through the explicit project_targets relationship. It is not an official, cadastral, or survey boundary; a complete current campus extent; a building footprint; or a Phase 2 footprint.",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,6aa2c3ec-e7cc-59f0-8cd1-4b6e68a51fef,under_construction,2026-07-21,30,authoritative_physical_status_update,5d2dd8ab-e30c-5a8d-816e-6b5b744cc665,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.mannverk.is/allprojects/atnorth2,https://www.openstreetmap.org/way/1223207434
37e33657-b788-57e6-98f2-b78834cdecda,curated:avaio-taurus-brandon-mississippi-campus:phase-one-current-campus-build,vcc-site-6727a9539ece2f19ad23,curated:avaio-taurus-brandon-mississippi-campus,AVAIO Digital Taurus Phase One Current Campus Build,United States,US,32.2593,-90.0185,"{""coordinates"":[-90.0185,32.2593],""type"":""Point""}",Point,project,coordinates_to_point,authoritative_site_plan,first_party_campus_reference_point,official_source,reviewed_site_locator,"First-party Taurus campus location point derived exactly from the published latitude and longitude; not the 329-acre boundary, a parcel, building footprint, measured centroid, or phase-one outline.",,official source does not state positional accuracy,68b10772-f3b4-5152-bffe-23d34c4f8477,under_construction,2026-07-20,31,authoritative_physical_status_update,68b10772-f3b4-5152-bffe-23d34c4f8477,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,tracked_identity_bound_uncertain_with_unadjudicated_later_stricter_review_no_construction_claim,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,"[{""as_of_date"":""2025-09-10"",""confidence"":0.98,""deployment_scope"":""intended"",""evidence_id"":""1f776e1f-3f79-53d1-880c-e90b0fd8b958"",""method"":""company_disclosure"",""workload"":""mixed""}]",,"[{""evidence_id"":""68b10772-f3b4-5152-bffe-23d34c4f8477"",""party"":""AVAIO Digital Partners"",""relationship_scope"":""intended"",""role"":""operator""}]",[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,AVAIO Digital Partners,,,,https://www.avaiodigital.com/developments/brandon-mississippi,https://www.avaiodigital.com/developments/brandon-mississippi
2e2b9d40-5024-5e6d-bbb2-56a8b16b9c16,curated:cdc-eastern-creek-campus:ec5-current-build,vcc-site-3c1f872aa59b74b065ea,curated:cdc-eastern-creek-campus,CDC Eastern Creek EC5 Current Build,Australia,AU,-33.818072,150.837668,"{""coordinates"":[150.837668,-33.818072],""type"":""Point""}",Point,project,direct_geometry,authoritative_site_plan,shared_campus_reference_point,official_source,reviewed_site_locator,Official NSW project-site representative point for the shared Eastern Creek campus; not an EC5 building footprint.,250,,a4ae0a31-3e69-5886-ad17-7d2402e15677,under_construction,2026-07-21,30,authoritative_physical_status_update,1d6cc958-8ca3-5a8c-ab4b-a07cf5a45b32,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://cdc.com.au/locations/sydney/,https://www.planningportal.nsw.gov.au/major-projects/projects/roberts-road-data-centre
5c366d64-4bb5-5c28-ab62-ec20d60fb31a,curated:cdc-eastern-creek-campus:ec6-current-build,vcc-site-3c1f872aa59b74b065ea,curated:cdc-eastern-creek-campus,CDC Eastern Creek EC6 Current Build,Australia,AU,-33.818072,150.837668,"{""coordinates"":[150.837668,-33.818072],""type"":""Point""}",Point,project,direct_geometry,authoritative_site_plan,shared_campus_reference_point,official_source,reviewed_site_locator,Official NSW project-site representative point for the shared Eastern Creek campus; not an EC6 building footprint.,250,,6e5dc4f7-2b39-5a4a-8dc3-f0e20691527b,under_construction,2026-07-21,30,authoritative_physical_status_update,c8ca490d-34ed-5e9c-93d5-3d12f2217d8f,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://cdc.com.au/locations/sydney/,https://www.planningportal.nsw.gov.au/major-projects/projects/roberts-road-data-centre
65e8849e-2ebe-5d58-be63-299cbbcf8d23,curated:coresite-de3-race-street-campus:de3,vcc-site-782c0112e90a5282be53,curated:coresite-de3-race-street-campus,CoreSite DE3,United States,US,39.78611497442305,-104.962772152554,"{""coordinates"":[[[-104.963184722902,39.7856242412933],[-104.963179734656,39.7863032468357],[-104.963175995665,39.7863414056315],[-104.963165423572,39.7863787939894],[-104.963165323691,39.7863790313089],[-104.963154106409,39.7864175160577],[-104.963150145341,39.7864568432731],[-104.963148623641,39.7866638850603],[-104.963146455246,39.78667993711],[-104.963140269725,39.7866953544454],[-104.963130304737,39.7867095446967],[-104.96311694316,39.7867219626412],[-104.963100698373,39.786732131152],[-104.963082194541,39.7867396595307],[-104.963062142623,39.786744258519],[-104.963041313063,39.7867457514126],[-104.962568186015,39.7867436812468],[-104.962568367245,39.7867189814144],[-104.962547023802,39.7867188876023],[-104.962547810723,39.7866118546995],[-104.962435362935,39.7866113621219],[-104.96241771334,39.786609972382],[-104.962400732488,39.7866060081017],[-104.962391708499,39.7866018525524],[-104.962384652022,39.786595844242],[-104.962380178868,39.7865885075093],[-104.962378679404,39.7865804826228],[-104.962378915748,39.786548454352],[-104.962376287447,39.7865379453045],[-104.962368649095,39.7865290108154],[-104.962359545114,39.7865219062551],[-104.962362761218,39.7860851537574],[-104.962382326547,39.7860852394855],[-104.962382528891,39.786057795425],[-104.96236296357,39.7860577096969],[-104.962366600434,39.7855638174078],[-104.96238581252,39.7855390132134],[-104.962411330955,39.7855178626754],[-104.962475432584,39.7855181418025],[-104.96247563688,39.7854902861421],[-104.962502046009,39.7854856685812],[-104.962529057635,39.7854841974335],[-104.963007903308,39.7854862929751],[-104.96304255837,39.7854890736954],[-104.963075845586,39.7854970140258],[-104.963106487262,39.7855098091853],[-104.96313330725,39.7855269680459],[-104.963155276089,39.7855478319825],[-104.963171550524,39.7855716001546],[-104.96318150587,39.7855973602445],[-104.963184759994,39.7856241234756],[-104.963184759663,39.7856241667059],[-104.963184722902,39.7856242412933]]],""type"":""Polygon""}",Polygon,project,direct_geometry,authoritative_tax_parcel,tax_parcel_boundary,official_source,official_boundary,Exact Denver tax-parcel polygon whose returned owner is CoreSite Real Estate DE3 LLC; not a building footprint.,,official source does not state positional accuracy,58cd4851-129d-59c4-9cb0-4f24070a71a9,under_construction,2026-07-20,31,authoritative_physical_status_update,ff80fe7d-ec91-5ce0-877e-6efc6f9289a5,recent_authoritative_physical_observation_plus_official_boundary,false,tracked_blind_clear_locally_unsealed_identity_no_construction_claim,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",colocation,,6c2aaeb4-6f26-515c-99d8-8e8a0bd2f65b,[],not established by selected evidence,"[{""evidence_id"":""276847d4-183f-5995-ab80-90d4636b467b"",""party"":""CoreSite"",""relationship_scope"":""intended"",""role"":""operator""}]","[{""as_of_date"":""2026-07-20"",""base"":18.0,""confidence"":0.99,""evidence_id"":""39ca2ddf-3a1e-5d9c-983e-4a30ae537dc7"",""high"":18.0,""low"":18.0,""method"":""reported"",""metric"":""critical_it_mw"",""notes"":""Planned DE3 critical-power design capacity reported as 18 CMW; CoreSite's retained top-out release expands the same campus CMW label as critical megawatts. This project value is nested within and non-additive with the 60-MW campus row. It is not grid connection, gross facility demand, generation, installed or energized capacity, current load, annual energy, measured consumption, or proof of operation."",""stage"":""planned"",""target_date"":null,""unit"":""MW""}]",,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,CoreSite,,,,https://www.coresite.com/en-us/data-centers/denver/de3-construction,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_PROP_PARCELS_A/FeatureServer/245/query?where=SITUS_ADDRESS_ID%3D23973%20AND%20SCHEDNUM%3D%270214400131000%27&outFields=OBJECTID%2CSCHEDNUM%2CSITUS_ADDRESS_ID%2CSITUS_ADDRESS_LINE1%2CSITUS_CITY%2CSITUS_STATE%2CSITUS_ZIP%2COWNER_NAME%2CPARCELNUM&returnGeometry=true&returnCentroid=true&outSR=4326&f=json
b8399bc6-5c72-5627-a035-4fea208cd287,curated:edged-chicago-aurora-campus:ord01-2,vcc-site-9369a9dbb7d04a9e1327,curated:edged-chicago-aurora-campus,Edged Chicago ORD01-2,United States,US,41.806967678,-88.240996871,"{""coordinates"":[-88.240996871,41.806967678],""type"":""Point""}",Point,project,direct_geometry,authoritative_address_geocode,campus_address_point,official_source,reviewed_site_locator,Exact City of Aurora address point for 2835 Bilter Road on the Edged Chicago LLC-owned parcel; not an ORD01-2 footprint.,,official source does not state positional accuracy,98fcd750-ba33-537e-8669-fe8d1db1a6c6,shell,2026-06-04,77,authoritative_physical_status_update,781c461b-14cf-53e1-9e40-5c39a3d589b5,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,"[{""as_of_date"":""2026-06-04"",""confidence"":0.99,""deployment_scope"":""intended"",""evidence_id"":""781c461b-14cf-53e1-9e40-5c39a3d589b5"",""method"":""company_disclosure"",""workload"":""ai_inference""},{""as_of_date"":""2026-06-04"",""confidence"":0.99,""deployment_scope"":""intended"",""evidence_id"":""781c461b-14cf-53e1-9e40-5c39a3d589b5"",""method"":""company_disclosure"",""workload"":""ai_training""}]",,"[{""evidence_id"":""781c461b-14cf-53e1-9e40-5c39a3d589b5"",""party"":""Edged US"",""relationship_scope"":""intended"",""role"":""operator""}]","[{""as_of_date"":""2026-07-20"",""base"":72.0,""confidence"":0.99,""evidence_id"":""5e1b3dfc-046d-5289-bcce-08208107f1bf"",""high"":72.0,""low"":72.0,""method"":""reported"",""metric"":""critical_it_mw"",""notes"":""Planned critical capacity for ORD01-2, nested within the Chicago campus's 96 MW total. It is not current load, installed or energized capacity, gross demand, grid connection, generation, annual energy, or measured consumption."",""stage"":""planned"",""target_date"":null,""unit"":""MW""}]",,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,Edged US,,,,https://edged.us/news/edged-us-tops-out-second-sustainable-data-center-on-edged-chicago-campus,https://services1.arcgis.com/79UxTxnBeBW8JHY4/arcgis/rest/services/Address_Points/FeatureServer/0/query?where=LOCATIONID%3D85050%20AND%20PIN%3D%2707-05-105-006%27&outFields=OBJECTID%2CLOCATIONID%2CPIN%2CADDRESS%2CCITY%2CZIPCODE%2CCOUNTY%2CZONING%2CLANDUSE%2COWNERNAME&returnGeometry=true&outSR=4326&f=geojson
58129708-0b52-5984-afbc-f8f38e085df1,curated:green-campus-zrh1-lupfig:data-center-4,vcc-site-c61c3aef755484b5c52d,curated:green-campus-zrh1-lupfig,Green Campus ZRH1 Data Center 4,Switzerland,CH,47.44639395,8.21083305,"{""coordinates"":[[[8.2112599,47.4467658],[8.211336,47.4466705],[8.2115283,47.4464296],[8.2114246,47.4463917],[8.2109626,47.4462267],[8.2104683,47.4460468],[8.2103994,47.4460221],[8.2101378,47.4463562],[8.2112599,47.4467658]]],""type"":""Polygon""}",Polygon,campus,cross_source_overlay,openstreetmap_exactly_addressed_data_center_building_polygon_as_campus_locator,reviewed_openstreetmap_addressed_green_data_center_building_polygon,community_mapped,campus_locator,"Contributor-mapped polygon for one data-center building at Green's exact first-party Campus ZRH1 address, used only to locate Campus ZRH1. It is not the DC4 footprint or centroid, the Campus ZRH1 boundary, a parcel, a construction extent, or a survey-accuracy claim.",,OpenStreetMap does not state horizontal positional accuracy; community-mapped geometry is not a cadastral or survey product.,a488471c-6dc2-593f-92df-db707862cbfc,under_construction,2026-07-20,31,authoritative_physical_status_update,96087e89-0485-5ce0-8d2c-f7bdfe47d834,recent_authoritative_physical_observation_plus_reviewed_site_locator,false,not_reviewed_for_core_preview,unknown,"source evidence does not distinguish greenfield, expansion, or retrofit",unknown,not established by selected evidence,,[],not established by selected evidence,[],[],no typed project power observation; not estimated,[],no scoped annual-energy inputs; not estimated,[],no scoped PUE or WUE observation,,,,,,https://www.green.ch/en/enterprise/data-center-locations/green-switzerland/campus-zrh1-lupfig/datacenter-4-lupfig,https://www.openstreetmap.org/way/242248627
